rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,delay_category
541882,326617,mobile,canceled,canceled,Annulé
541929,210381,mobile,ended,174.0,
542016,292580,mobile,ended,38.0,
542097,358768,mobile,ended,-4.0,
542302,346640,mobile,ended,69.0,
542335,394398,mobile,canceled,canceled,Annulé
542356,396378,mobile,ended,21.0,
542360,385999,mobile,ended,-11.0,
542379,381512,mobile,ended,-83.0,
542467,410500,mobile,ended,50.0,
542508,406062,mobile,ended,-47.0,
542552,386934,mobile,ended,45.0,
542579,404725,mobile,ended,26.0,
542589,307768,mobile,ended,1.0,
542613,241021,connect,ended,87.0,
542625,382823,mobile,ended,-59.0,
542665,189248,connect,ended,30.0,
542675,377746,mobile,ended,-16.0,
542743,403100,connect,ended,-12.0,
542877,405652,mobile,canceled,canceled,Annulé
542907,387047,mobile,ended,-101.0,
543007,322384,mobile,ended,-41.0,
543349,385011,connect,ended,-126.0,
543410,190089,mobile,ended,-24.0,
543529,298076,mobile,canceled,canceled,Annulé
543557,313244,mobile,canceled,canceled,Annulé
543631,410841,mobile,ended,72.0,
543788,377071,mobile,ended,0.0,
543917,379208,mobile,ended,67.0,
544011,357530,connect,canceled,canceled,Annulé
544048,285007,mobile,ended,64.0,
544052,409473,mobile,ended,-10.0,
544062,369856,mobile,ended,-165.0,
544198,263232,mobile,ended,83.0,
544268,385128,mobile,ended,0.0,
544411,334822,mobile,ended,19.0,
544567,194384,connect,ended,-14.0,
544596,319419,mobile,ended,-146.0,
544682,275933,mobile,ended,-7.0,
544693,310376,mobile,ended,7.0,
544741,374290,mobile,ended,-36.0,
545070,398326,mobile,ended,0.0,
545175,245738,mobile,ended,68.0,
545220,408862,mobile,ended,176.0,
545222,370797,mobile,ended,211.0,
545233,366371,connect,ended,-81.0,
545382,403667,mobile,canceled,canceled,Annulé
545468,309506,mobile,ended,66.0,
545655,360929,mobile,ended,-101.0,
545666,355041,mobile,ended,52.0,
545673,310576,connect,ended,92.0,
545723,330619,mobile,canceled,canceled,Annulé
545729,410606,mobile,ended,5.0,
546056,408509,mobile,ended,72.0,
546091,403009,mobile,canceled,canceled,Annulé
546152,348482,connect,ended,37.0,
546263,221830,mobile,ended,-21.0,
546349,388813,mobile,ended,26.0,
546414,404595,mobile,ended,20.0,
546496,403009,mobile,ended,-9.0,
546576,392882,mobile,ended,91.0,
546629,311322,mobile,canceled,canceled,Annulé
546670,333303,mobile,ended,-84.0,
546677,409293,mobile,canceled,canceled,Annulé
546698,407820,mobile,ended,35.0,
546763,392393,mobile,ended,193.0,
546770,316656,mobile,ended,16.0,
546832,230201,connect,ended,-8.0,
547116,398851,mobile,canceled,canceled,Annulé
547201,312118,mobile,ended,-33.0,
547335,395769,mobile,ended,24.0,
547731,360418,mobile,ended,2.0,
548048,251447,connect,ended,-27.0,
548096,348824,mobile,ended,113.0,
548276,409230,mobile,ended,88.0,
548297,351162,connect,ended,-63.0,
548307,404571,mobile,ended,-4.0,
548356,409676,mobile,ended,49.0,
557573,311943,mobile,ended,-3.0,
557600,409615,mobile,ended,215.0,
558049,175887,connect,ended,32.0,
558070,378239,mobile,ended,36.0,
558168,298474,mobile,ended,6.0,
558232,187183,mobile,ended,-73.0,
558441,358225,mobile,ended,4.0,
558555,245119,mobile,ended,71.0,
558607,316007,mobile,canceled,canceled,Annulé
558639,409595,mobile,ended,-135.0,
558811,414498,mobile,ended,-61.0,
558816,340394,mobile,ended,17.0,
558820,396636,mobile,canceled,canceled,Annulé
558927,389565,mobile,ended,-81.0,
558984,392151,mobile,ended,4.0,
559019,294327,connect,ended,4.0,
559099,373661,mobile,ended,-68.0,
559153,173712,mobile,ended,51.0,
559198,322025,mobile,ended,39.0,
559201,301411,mobile,canceled,canceled,Annulé
559361,354895,mobile,ended,32.0,
559385,407756,mobile,canceled,canceled,Annulé
559390,397599,mobile,ended,-159.0,
559418,413538,mobile,ended,25.0,
559427,404731,mobile,ended,105.0,
559527,385178,connect,canceled,canceled,Annulé
559578,305956,mobile,canceled,canceled,Annulé
559629,334822,mobile,ended,-44.0,
559713,412869,mobile,ended,2.0,
559838,242282,mobile,canceled,canceled,Annulé
559880,321010,mobile,ended,-7.0,
559948,300218,mobile,ended,-19.0,
559976,344254,connect,ended,51.0,
560000,246420,mobile,canceled,canceled,Annulé
560041,364124,mobile,ended,43.0,
560127,292467,mobile,ended,35.0,
560195,309209,connect,ended,-10.0,
560403,247414,mobile,ended,93.0,
560510,349006,mobile,ended,180.0,
560512,388805,mobile,ended,-9.0,
560574,310661,mobile,ended,-2.0,
560599,392412,mobile,canceled,canceled,Annulé
560749,404778,mobile,ended,114.0,
545322,356106,connect,ended,-55.0,
545459,301301,connect,ended,5.0,
545504,377781,mobile,ended,38.0,
545518,371672,mobile,ended,23.0,
545594,392479,mobile,ended,22.0,
545614,368677,mobile,ended,60.0,
545750,393968,connect,ended,-11.0,
545869,216701,mobile,canceled,canceled,Annulé
545901,358283,mobile,ended,-56.0,
545910,310636,connect,canceled,canceled,Annulé
545915,356695,mobile,ended,-39.0,
545916,307364,connect,ended,-77.0,
545951,409292,mobile,canceled,canceled,Annulé
546187,373700,mobile,ended,-87.0,
546202,407632,mobile,canceled,canceled,Annulé
546298,310003,mobile,ended,0.0,
546357,270091,mobile,ended,-4.0,
546604,405046,mobile,canceled,canceled,Annulé
546696,319365,mobile,ended,3.0,
547050,348294,connect,ended,-38.0,
547139,403991,mobile,ended,43.0,
547309,289383,mobile,canceled,canceled,Annulé
547422,312118,mobile,ended,-59.0,
547492,277629,mobile,ended,1.0,
547558,314326,mobile,canceled,canceled,Annulé
547765,362199,connect,ended,-45.0,
547840,373492,mobile,canceled,canceled,Annulé
547845,410832,mobile,ended,2.0,
547872,338243,connect,ended,83.0,
547905,280886,connect,ended,201.0,
548098,383485,mobile,ended,72.0,
548110,379908,mobile,ended,-52.0,
548128,211876,connect,canceled,canceled,Annulé
548237,283480,mobile,ended,7.0,
548448,310636,connect,ended,29.0,
548604,404192,mobile,ended,156.0,
548681,397027,mobile,ended,10.0,
548682,319879,mobile,ended,33.0,
548769,269549,mobile,ended,-49.0,
548851,390467,connect,ended,-16.0,
548993,214091,mobile,ended,-43.0,
549022,385764,mobile,canceled,canceled,Annulé
549039,222072,mobile,ended,-109.0,
549055,399618,mobile,ended,0.0,
549238,196929,mobile,ended,13.0,
545431,393723,connect,ended,66.0,
545476,410832,mobile,ended,-101.0,
545684,247971,mobile,ended,-29.0,
545792,337217,mobile,ended,-72.0,
545814,404868,mobile,ended,6.0,
545833,390590,connect,ended,46.0,
545847,356481,mobile,canceled,canceled,Annulé
545868,278398,mobile,ended,-73.0,
545988,397470,mobile,ended,-51.0,
546132,248034,mobile,canceled,canceled,Annulé
546243,385627,connect,canceled,canceled,Annulé
546316,383764,mobile,canceled,canceled,Annulé
546447,395266,mobile,ended,-22.0,
546458,337380,mobile,canceled,canceled,Annulé
546524,354515,mobile,ended,140.0,
546537,400478,mobile,ended,-34.0,
546554,341498,mobile,ended,111.0,
546636,399528,connect,ended,4.0,
546825,261686,mobile,ended,-8.0,
546873,380584,mobile,ended,-23.0,
547172,337897,mobile,ended,23.0,
547225,335258,mobile,ended,-150.0,
547344,357721,mobile,ended,132.0,
547384,305307,mobile,ended,-12.0,
547440,366164,connect,canceled,canceled,Annulé
547458,278640,connect,ended,-8.0,
547672,383110,connect,ended,7.0,
547684,347873,connect,ended,-79.0,
547717,409298,mobile,ended,152.0,
547718,355900,connect,ended,-20.0,
547808,347319,mobile,ended,-141.0,
547811,403871,mobile,ended,-122.0,
547816,394272,mobile,canceled,canceled,Annulé
548074,369158,mobile,ended,41.0,
548185,385295,mobile,ended,129.0,
548272,317330,connect,ended,-21.0,
548581,411464,mobile,ended,130.0,
548672,405417,mobile,ended,17.0,
548749,373657,mobile,ended,41.0,
548867,217819,mobile,ended,-134.0,
548905,402879,mobile,ended,122.0,
548952,356630,mobile,ended,-88.0,
549037,390352,mobile,ended,-126.0,
549188,380584,mobile,ended,11.0,
549274,349011,mobile,ended,17.0,
549280,304646,mobile,canceled,canceled,Annulé
549357,364976,mobile,ended,-73.0,
549412,407245,mobile,canceled,canceled,Annulé
549465,412028,mobile,canceled,canceled,Annulé
549568,384056,mobile,ended,-19.0,
549575,369381,mobile,ended,5.0,
549583,330679,mobile,ended,39.0,
549587,381857,connect,ended,-5.0,
549641,313957,mobile,ended,-66.0,
550020,354138,mobile,canceled,canceled,Annulé
550218,394801,mobile,ended,30.0,
550308,361580,mobile,ended,-49.0,
550315,407074,mobile,ended,58.0,
550418,204797,mobile,ended,11.0,
550420,412122,mobile,ended,-7.0,
550449,405028,mobile,ended,-135.0,
550479,265239,connect,ended,51.0,
550485,385183,mobile,canceled,canceled,Annulé
550600,269871,mobile,ended,-71.0,
550736,391295,mobile,ended,-28.0,
550843,409894,mobile,ended,101.0,
550900,374877,mobile,canceled,canceled,Annulé
551092,405377,mobile,canceled,canceled,Annulé
551131,407465,connect,ended,76.0,
551199,216925,mobile,ended,119.0,
551238,387881,mobile,ended,62.0,
551268,395374,mobile,ended,48.0,
551287,336126,mobile,ended,-128.0,
551639,400004,mobile,ended,-2.0,
551776,332556,mobile,canceled,canceled,Annulé
551791,291982,mobile,ended,-118.0,
551959,399692,mobile,ended,112.0,
551991,310534,mobile,ended,38.0,
552131,406551,connect,canceled,canceled,Annulé
552198,304646,mobile,ended,67.0,
552365,404130,connect,ended,12.0,
552537,379208,mobile,ended,-2.0,
552549,378045,mobile,ended,91.0,
552565,389441,mobile,ended,7.0,
552639,326617,mobile,canceled,canceled,Annulé
505594,347865,mobile,ended,46.0,
505617,375834,mobile,ended,-54.0,
507978,288425,mobile,ended,61.0,
511810,319479,mobile,canceled,canceled,Annulé
512562,321069,mobile,ended,104.0,
513126,400468,mobile,ended,53.0,
513468,341909,mobile,ended,49.0,
514347,394577,mobile,canceled,canceled,Annulé
518673,245197,mobile,ended,26.0,
519490,294959,mobile,canceled,canceled,Annulé
519903,345865,connect,canceled,canceled,Annulé
519918,401719,mobile,ended,16.0,
520341,370161,mobile,ended,15.0,
521154,346734,mobile,ended,7.0,
521323,393670,mobile,ended,-22.0,
521378,345552,connect,canceled,canceled,Annulé
521607,404756,mobile,canceled,canceled,Annulé
521986,369845,mobile,canceled,canceled,Annulé
522163,360902,mobile,ended,-10.0,
522205,359504,mobile,ended,64.0,
522452,404168,mobile,ended,-12.0,
522563,207344,mobile,canceled,canceled,Annulé
522640,394543,mobile,ended,21.0,
523196,216576,connect,canceled,canceled,Annulé
524059,369648,connect,ended,99.0,
525624,285829,connect,ended,32.0,
525939,326708,mobile,canceled,canceled,Annulé
526438,393628,mobile,ended,59.0,
527141,173061,connect,ended,101.0,
527566,393432,mobile,canceled,canceled,Annulé
528325,223143,mobile,canceled,canceled,Annulé
528564,397788,mobile,ended,134.0,
528644,349142,mobile,ended,5.0,
529847,350052,mobile,ended,-37.0,
530767,373419,mobile,canceled,canceled,Annulé
530788,384837,mobile,ended,38.0,
532177,330318,mobile,canceled,canceled,Annulé
532184,297080,mobile,canceled,canceled,Annulé
532359,179982,connect,canceled,canceled,Annulé
532550,311460,mobile,ended,-41.0,
533456,368432,mobile,ended,-2.0,
533470,208207,mobile,ended,21.0,
533596,352799,mobile,ended,46.0,
533826,346208,connect,canceled,canceled,Annulé
533872,376442,mobile,ended,9.0,
534141,397728,mobile,ended,12.0,
534498,401095,mobile,ended,178.0,
534647,349406,mobile,ended,-69.0,
535077,340304,mobile,ended,72.0,
535097,227982,mobile,ended,29.0,
535125,369437,mobile,ended,81.0,
535270,343329,mobile,canceled,canceled,Annulé
552399,399951,mobile,ended,-114.0,
552477,385082,mobile,ended,7.0,
552555,184917,mobile,ended,56.0,
552599,393930,mobile,ended,52.0,
552798,412682,mobile,ended,135.0,
552872,374007,mobile,ended,106.0,
553003,367632,connect,ended,-146.0,
553016,325328,connect,ended,43.0,
553245,401387,mobile,ended,6.0,
553249,384040,connect,ended,-42.0,
553302,368432,mobile,ended,-104.0,
553410,407371,mobile,canceled,canceled,Annulé
553429,393083,mobile,ended,72.0,
553537,356540,mobile,canceled,canceled,Annulé
553571,391926,connect,ended,21.0,
553591,376975,mobile,canceled,canceled,Annulé
553622,408867,mobile,ended,116.0,
553719,391519,connect,canceled,canceled,Annulé
553799,390467,connect,ended,-29.0,
553800,409985,mobile,ended,97.0,
553836,340616,connect,ended,54.0,
553970,351829,mobile,ended,-81.0,
554017,391519,connect,ended,67.0,
554041,409581,mobile,canceled,canceled,Annulé
554088,388073,mobile,canceled,canceled,Annulé
554383,159533,connect,ended,41.0,
554407,310049,mobile,ended,76.0,
554623,394311,mobile,ended,-57.0,
554626,404923,mobile,ended,-4.0,
554663,311818,mobile,canceled,canceled,Annulé
554676,353274,mobile,ended,-8.0,
554960,311437,mobile,ended,-12.0,
555040,354494,mobile,ended,37.0,
555460,413056,mobile,ended,-67.0,
555611,245767,mobile,ended,21.0,
555684,413553,mobile,ended,-188.0,
555902,363386,mobile,ended,131.0,
549271,357639,mobile,ended,-55.0,
549418,370555,mobile,ended,19.0,
549451,410795,mobile,ended,12.0,
549492,391882,connect,ended,-171.0,
549518,375553,mobile,ended,-86.0,
549552,394259,mobile,ended,-146.0,
549563,390773,mobile,ended,0.0,
549582,403525,mobile,ended,-24.0,
549683,369200,connect,canceled,canceled,Annulé
549722,228776,mobile,ended,49.0,
549881,404654,mobile,ended,1.0,
549930,385243,mobile,ended,11.0,
549952,408467,mobile,ended,17.0,
549964,367452,mobile,canceled,canceled,Annulé
549968,377004,mobile,ended,52.0,
550023,375958,mobile,ended,128.0,
550068,408400,mobile,canceled,canceled,Annulé
550112,272807,mobile,canceled,canceled,Annulé
550240,407865,mobile,ended,15.0,
550327,268915,mobile,canceled,canceled,Annulé
550344,390729,mobile,ended,-139.0,
550452,406293,mobile,ended,11.0,
550508,267547,mobile,ended,36.0,
550545,314456,connect,ended,-38.0,
550866,248985,mobile,canceled,canceled,Annulé
550956,392548,mobile,ended,146.0,
550994,303309,connect,ended,31.0,
551289,395950,mobile,ended,67.0,
551319,381770,mobile,ended,119.0,
551321,410089,mobile,ended,77.0,
551541,337266,connect,canceled,canceled,Annulé
551565,356673,mobile,ended,176.0,
551582,399837,mobile,ended,59.0,
551593,335276,connect,ended,194.0,
551601,291932,connect,ended,-44.0,
551781,359365,mobile,ended,43.0,
551849,326263,mobile,ended,-48.0,
551877,406784,mobile,canceled,canceled,Annulé
551898,374740,mobile,canceled,canceled,Annulé
551989,404496,mobile,ended,-72.0,
552075,364038,mobile,ended,0.0,
552108,323762,mobile,ended,-6.0,
552116,363280,mobile,ended,4.0,
552122,374486,mobile,ended,0.0,
552264,376491,connect,ended,-15.0,
552392,349171,connect,ended,46.0,
552587,339146,mobile,ended,152.0,
552598,376840,connect,ended,10.0,
552739,232763,connect,canceled,canceled,Annulé
552749,326578,mobile,ended,18.0,
552849,178730,mobile,ended,-28.0,
552854,342645,connect,canceled,canceled,Annulé
552864,213366,mobile,ended,25.0,
552957,339475,mobile,ended,45.0,
553158,376626,mobile,ended,-93.0,
553308,368432,mobile,ended,-133.0,
553395,339442,mobile,ended,-16.0,
553499,251312,mobile,canceled,canceled,Annulé
553577,381000,mobile,ended,-25.0,
553949,409411,mobile,canceled,canceled,Annulé
554003,365529,mobile,ended,158.0,
554051,409238,mobile,ended,128.0,
554174,312622,mobile,ended,11.0,
554177,186958,mobile,ended,-40.0,
554235,394801,mobile,ended,7.0,
554288,411865,mobile,ended,5.0,
554386,320438,mobile,canceled,canceled,Annulé
554555,390541,mobile,ended,-17.0,
554638,343596,mobile,ended,-15.0,
554905,314687,mobile,ended,-28.0,
554976,410779,mobile,ended,-43.0,
554986,385919,connect,ended,49.0,
554994,391519,connect,canceled,canceled,Annulé
555048,380128,mobile,ended,4.0,
555193,339475,mobile,ended,16.0,
555208,302561,connect,canceled,canceled,Annulé
555289,392142,mobile,ended,63.0,
555304,268787,mobile,ended,-15.0,
555426,387753,connect,canceled,canceled,Annulé
555453,344993,mobile,ended,-7.0,
555484,392368,connect,canceled,canceled,Annulé
555537,202057,mobile,ended,11.0,
555636,209492,mobile,ended,21.0,
555688,284574,mobile,ended,62.0,
555746,350023,mobile,ended,49.0,
555853,190059,mobile,canceled,canceled,Annulé
556093,396346,mobile,ended,125.0,
556109,385303,connect,ended,-13.0,
556245,410560,mobile,ended,12.0,
556315,340014,connect,ended,-9.0,
548368,402566,mobile,ended,-48.0,
548408,376086,mobile,ended,-58.0,
548469,372549,mobile,ended,55.0,
548548,371493,mobile,canceled,canceled,Annulé
548563,346672,mobile,ended,91.0,
548644,351787,mobile,ended,-20.0,
548831,382029,mobile,ended,39.0,
548836,164960,connect,ended,41.0,
548892,408363,mobile,canceled,canceled,Annulé
548994,285425,mobile,ended,-56.0,
548997,406413,mobile,ended,-57.0,
549168,305489,mobile,ended,84.0,
549565,390692,mobile,ended,78.0,
549604,402420,mobile,canceled,canceled,Annulé
549628,401387,mobile,ended,-30.0,
549748,276276,mobile,canceled,canceled,Annulé
549750,341441,mobile,ended,-127.0,
549810,411731,mobile,ended,70.0,
550007,390702,connect,ended,-44.0,
550045,159536,mobile,ended,48.0,
550265,402405,mobile,ended,16.0,
550305,293464,mobile,ended,-60.0,
550331,402803,mobile,ended,13.0,
550637,392169,mobile,ended,18.0,
550860,408927,mobile,canceled,canceled,Annulé
550959,404820,mobile,ended,36.0,
550974,412590,mobile,ended,19.0,
551007,399718,mobile,ended,2.0,
551099,216576,connect,ended,-85.0,
551113,289199,connect,canceled,canceled,Annulé
551117,180687,mobile,ended,-91.0,
551141,372115,mobile,ended,24.0,
551237,307068,mobile,ended,191.0,
551239,351660,connect,canceled,canceled,Annulé
551340,384193,connect,ended,-124.0,
551354,380813,mobile,ended,14.0,
551413,267735,mobile,ended,43.0,
551817,383110,connect,ended,191.0,
551855,314220,mobile,ended,70.0,
551925,336629,mobile,ended,-21.0,
551988,228703,connect,ended,63.0,
551997,398886,mobile,ended,205.0,
552005,341431,mobile,ended,-88.0,
552217,305535,mobile,ended,35.0,
552227,300251,mobile,canceled,canceled,Annulé
552303,354138,mobile,ended,-11.0,
552331,255883,mobile,canceled,canceled,Annulé
552405,294189,mobile,canceled,canceled,Annulé
552450,216148,connect,canceled,canceled,Annulé
552979,385148,mobile,ended,94.0,
552982,348125,mobile,ended,-71.0,
553024,283001,mobile,ended,0.0,
553143,393628,mobile,ended,-68.0,
553237,383225,mobile,ended,-50.0,
553427,314220,mobile,ended,45.0,
553599,382444,mobile,ended,0.0,
553669,375834,mobile,ended,2.0,
553781,360880,mobile,ended,-1.0,
534025,391338,mobile,ended,-2.0,
534394,360460,connect,canceled,canceled,Annulé
534854,383144,connect,ended,-44.0,
534864,408444,mobile,ended,-32.0,
534883,352352,mobile,ended,9.0,
534918,360880,mobile,ended,-27.0,
534983,341119,connect,ended,157.0,
535083,384607,mobile,ended,-102.0,
535380,380801,mobile,ended,-15.0,
535383,405828,mobile,canceled,canceled,Annulé
535406,403552,mobile,ended,-127.0,
535839,373249,mobile,ended,21.0,
535866,244103,mobile,ended,2.0,
536057,373685,connect,ended,-49.0,
536180,394692,mobile,ended,-9.0,
536255,406902,mobile,ended,74.0,
536264,391748,mobile,ended,-98.0,
536325,344091,mobile,ended,-23.0,
536426,290127,mobile,ended,33.0,
536428,289199,connect,ended,-48.0,
536638,394292,mobile,ended,51.0,
536665,338847,mobile,ended,90.0,
536724,358978,connect,canceled,canceled,Annulé
536772,385008,connect,ended,-13.0,
536892,366164,connect,ended,17.0,
537016,408144,mobile,ended,98.0,
537071,192179,connect,canceled,canceled,Annulé
552734,390590,connect,canceled,canceled,Annulé
552776,290654,mobile,ended,119.0,
552787,378754,connect,canceled,canceled,Annulé
552812,289383,mobile,ended,-48.0,
553035,285452,connect,ended,0.0,
553167,292319,connect,ended,-43.0,
553282,173061,connect,canceled,canceled,Annulé
553296,366113,mobile,ended,-75.0,
553430,393935,mobile,ended,-72.0,
553498,338617,mobile,ended,93.0,
553602,390927,connect,ended,69.0,
553630,406525,mobile,ended,-20.0,
553646,274001,mobile,ended,7.0,
553653,354667,mobile,ended,-5.0,
553720,402988,connect,ended,51.0,
553868,310553,connect,ended,1.0,
553902,324640,mobile,ended,-128.0,
554039,345445,connect,ended,-139.0,
554188,372468,mobile,ended,20.0,
554281,404201,mobile,ended,-2.0,
554311,334924,mobile,ended,-17.0,
554429,383752,mobile,canceled,canceled,Annulé
554471,382444,mobile,ended,2.0,
554559,383720,connect,ended,19.0,
554594,294230,mobile,canceled,canceled,Annulé
554631,381753,mobile,ended,30.0,
554675,314912,mobile,ended,154.0,
554715,411694,mobile,ended,-41.0,
554883,263907,mobile,ended,24.0,
554908,402887,mobile,ended,45.0,
554931,391891,connect,ended,-40.0,
555136,375889,connect,ended,125.0,
555143,320834,connect,ended,25.0,
555147,397257,mobile,ended,91.0,
555258,229646,mobile,ended,79.0,
555358,349655,mobile,ended,38.0,
555597,387602,connect,ended,-13.0,
555623,366524,mobile,ended,-1.0,
555641,368724,mobile,ended,24.0,
555742,395385,mobile,ended,-25.0,
555752,301301,connect,ended,119.0,
555856,402562,connect,canceled,canceled,Annulé
555867,413242,mobile,ended,-49.0,
555909,403735,mobile,canceled,canceled,Annulé
556006,378003,connect,canceled,canceled,Annulé
556095,350244,mobile,ended,221.0,
556228,395385,mobile,ended,1.0,
556237,269977,mobile,ended,-100.0,
556338,332904,mobile,ended,3.0,
556500,362187,connect,ended,15.0,
556510,384302,mobile,ended,8.0,
556529,337750,mobile,ended,-14.0,
556612,366164,connect,ended,-10.0,
556731,412102,mobile,ended,-25.0,
556746,173202,mobile,ended,11.0,
556876,396130,mobile,ended,30.0,
556937,268496,mobile,canceled,canceled,Annulé
556947,308781,mobile,ended,-13.0,
557053,402989,connect,ended,-95.0,
557081,385295,mobile,ended,-38.0,
557161,321273,mobile,canceled,canceled,Annulé
557231,397728,mobile,ended,64.0,
557294,342719,mobile,ended,76.0,
557325,311322,mobile,ended,15.0,
557529,369447,connect,ended,-25.0,
557570,377071,mobile,ended,33.0,
557663,348082,mobile,ended,142.0,
557709,404542,mobile,canceled,canceled,Annulé
557791,312348,mobile,ended,43.0,
557840,383065,mobile,canceled,canceled,Annulé
557950,372109,mobile,ended,44.0,
558068,357530,connect,ended,-81.0,
558145,385006,connect,ended,-89.0,
558269,411997,mobile,ended,14.0,
558388,333476,mobile,canceled,canceled,Annulé
555959,400004,mobile,canceled,canceled,Annulé
556054,374698,mobile,ended,3.0,
556087,265917,mobile,ended,36.0,
556116,383997,mobile,ended,-99.0,
556220,388585,mobile,ended,4.0,
556280,289901,connect,ended,-85.0,
556319,383462,connect,ended,55.0,
556536,319713,mobile,ended,5.0,
556686,291355,mobile,ended,-117.0,
556825,404130,connect,ended,-7.0,
556905,296338,connect,canceled,canceled,Annulé
556921,399541,mobile,canceled,canceled,Annulé
557039,341505,mobile,ended,-26.0,
557257,413463,mobile,ended,39.0,
557264,371214,connect,ended,-2.0,
557291,407397,mobile,ended,-29.0,
557427,403563,connect,ended,-98.0,
557585,368506,mobile,ended,126.0,
557619,320438,mobile,ended,17.0,
557710,360981,mobile,ended,-23.0,
557792,374740,mobile,ended,63.0,
557805,373024,mobile,ended,-126.0,
557814,229540,mobile,canceled,canceled,Annulé
557958,407524,mobile,ended,-62.0,
558206,401871,connect,ended,-77.0,
558213,209547,mobile,canceled,canceled,Annulé
558258,357530,connect,ended,2.0,
558265,407249,mobile,ended,29.0,
558282,396495,mobile,canceled,canceled,Annulé
558364,414421,mobile,ended,11.0,
558477,348412,mobile,ended,167.0,
558530,383949,mobile,ended,37.0,
558722,277669,mobile,ended,-16.0,
558769,401399,mobile,ended,-26.0,
558774,391334,mobile,ended,-140.0,
558886,283314,mobile,canceled,canceled,Annulé
559128,314425,mobile,ended,63.0,
559313,265239,connect,ended,-48.0,
559316,414201,mobile,ended,30.0,
559525,409615,mobile,ended,186.0,
559609,346697,mobile,ended,30.0,
559735,380662,mobile,ended,-77.0,
559739,308181,connect,ended,8.0,
559788,397599,mobile,ended,54.0,
559801,400507,mobile,canceled,canceled,Annulé
559829,173712,mobile,ended,-85.0,
559871,282032,mobile,ended,10.0,
559886,347011,mobile,ended,140.0,
559916,410832,mobile,ended,69.0,
559938,404847,mobile,ended,66.0,
560053,322025,mobile,ended,186.0,
560100,363918,mobile,ended,-45.0,
560122,369483,mobile,canceled,canceled,Annulé
560388,393549,mobile,ended,-79.0,
560491,255019,mobile,ended,31.0,
560579,320977,mobile,ended,-143.0,
560682,305452,mobile,ended,139.0,
560888,393083,mobile,ended,-14.0,
560987,334190,connect,ended,-42.0,
561163,405897,mobile,ended,6.0,
561246,188274,mobile,ended,-49.0,
561482,354124,mobile,ended,17.0,
561500,276218,mobile,canceled,canceled,Annulé
561741,310571,mobile,ended,154.0,
561880,386934,mobile,ended,-29.0,
562014,353425,connect,canceled,canceled,Annulé
562194,404923,mobile,canceled,canceled,Annulé
562220,363386,mobile,ended,-121.0,
562240,341076,mobile,ended,80.0,
562254,376901,connect,ended,-6.0,
562478,278702,mobile,ended,-88.0,
562602,343369,mobile,ended,25.0,
562709,223143,mobile,ended,36.0,
562746,288973,mobile,ended,4.0,
562949,394380,mobile,ended,-39.0,
563044,203595,mobile,ended,-15.0,
563199,379092,mobile,ended,4.0,
563216,396746,mobile,ended,40.0,
563218,397592,mobile,ended,93.0,
563313,378754,connect,ended,57.0,
563321,320243,mobile,canceled,canceled,Annulé
563322,360935,mobile,ended,-115.0,
563479,300610,mobile,canceled,canceled,Annulé
563661,338584,connect,ended,-38.0,
556490,397188,mobile,ended,-3.0,
556569,390039,mobile,ended,-51.0,
556605,187740,mobile,ended,-15.0,
556788,234676,mobile,canceled,canceled,Annulé
556790,321273,mobile,ended,97.0,
556970,403644,mobile,ended,45.0,
557181,364670,mobile,ended,124.0,
557299,376079,mobile,ended,10.0,
557344,381994,mobile,ended,53.0,
557378,366792,mobile,ended,38.0,
557392,216900,mobile,ended,27.0,
557395,382032,mobile,ended,6.0,
557416,380662,mobile,ended,-71.0,
557422,413241,mobile,ended,39.0,
557425,311923,connect,ended,-104.0,
557488,377241,mobile,canceled,canceled,Annulé
557622,413651,mobile,canceled,canceled,Annulé
557631,398586,connect,ended,-38.0,
557657,378275,mobile,ended,3.0,
557719,406145,mobile,canceled,canceled,Annulé
557787,367561,mobile,ended,117.0,
557822,379888,mobile,ended,3.0,
557848,275062,connect,ended,-3.0,
557866,301158,mobile,ended,53.0,
557887,375572,mobile,ended,-5.0,
557931,368506,mobile,ended,-23.0,
557972,274554,mobile,ended,48.0,
558058,402505,mobile,ended,-51.0,
558085,366287,connect,ended,68.0,
558174,383462,connect,ended,-1.0,
558390,393930,mobile,ended,10.0,
558605,366764,mobile,ended,-6.0,
558612,396741,mobile,ended,-3.0,
558631,390596,mobile,ended,-58.0,
558690,402405,mobile,ended,63.0,
558695,317683,mobile,ended,-115.0,
558720,267672,mobile,ended,77.0,
558733,320824,connect,ended,36.0,
558859,394002,mobile,ended,-54.0,
558874,411419,mobile,ended,2.0,
558885,289383,mobile,canceled,canceled,Annulé
558900,204797,mobile,ended,79.0,
559070,412367,mobile,ended,21.0,
559077,355444,connect,ended,0.0,
559114,393183,mobile,ended,5.0,
559284,407074,mobile,canceled,canceled,Annulé
559286,161747,mobile,ended,-4.0,
559406,294771,mobile,ended,9.0,
559494,388458,mobile,ended,100.0,
559507,393176,mobile,ended,24.0,
559516,256877,mobile,ended,28.0,
559550,336902,mobile,ended,62.0,
559763,220877,connect,canceled,canceled,Annulé
560153,326069,mobile,ended,207.0,
560282,413068,mobile,ended,-29.0,
560395,316817,mobile,ended,-51.0,
560542,413181,mobile,ended,4.0,
